SKU,Disponibilidade,Preço de,Preço à vista no Pix,Parcelamento no cartão,Processador,Cooler,Placa Mãe,Memória,Armazenamento,Placa de Vídeo,Fonte,Gabinete,Cabo de Vídeo,Cabo de Força,Monitor,Kit Periféricos
SKU: PCM-Pichau-Gamer-57811,PRODUTO DISPONÍVEL,4366.76,"R$ 2.849,99","em até 12x de R$ 279,41","1 x Processador AMD Ryzen 7 5700, 8-Core, 16-Threads, 3.7GHz (4.6GHz Turbo), Cache 20MB, 100-100000743BOX","1 x Placa Mae Mancer A520M DX, DDR4, Socket AMD AM4, M-ATX, Chipset AMD A520, MCR-A520M-DXV4","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Mancer Reaper S, 480GB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPR480-OEM","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57807,PRODUTO DISPONÍVEL,12227.52,"R$ 7.845,03","em até 12x de R$ 769,12","1 x Processador Intel Core i7-12700K, 12-Core, 20-Threads, 3.6GHz (5.0GHz Turbo), Cache 25MB, LGA1700, I7-12700K-TRAY","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Pichau Pouter 3 RGB Lateral De Vidro Preto, PG-P03-RGB","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57803,PRODUTO DISPONÍVEL,14233.8,"R$ 9.529,97","em até 12x de R$ 934,31","1 x Processador Intel Core i7-14700KF, 20-Core, 28-Threads, 3.4GHz (5.6GHz Turbo), Cache 33MB, LGA1700, I7-14700KF-TRAY","1 x Water Cooler Pichau Lunara, ARGB, 240mm, Preto, PG-LR240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Asus GeForce RTX 5060 Ti Dual OC, 16GB, GDDR7, 128-bit, DUAL-RTX5060TI-O16G","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57799,PRODUTO DISPONÍVEL,6967.7,"R$ 4.445,34","em até 12x de R$ 435,82","1 x Processador Intel Core i3-12100F, 4-Core, 8-Threads, 3.3GHz ( 4.3GHz Turbo), Cache 12MB, LGA1700, I3-12100F-TRAY","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae ASRock H610M-HVS/M.2 R2.0, Socket LGA1700, M-ATX, Chipset Intel H610, H610M-HVS-M.2-R2","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Mancer Reaper C, 1TB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPRC-1TB","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Grimore, Mini-Tower, Lateral de Vidro, 2 Fans Rainbow, Preto, MCR-GRM-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57787,PRODUTO DISPONÍVEL,3673.95,"R$ 2.299,98","em até 12x de R$ 225,49","1 x Processador Intel Core i3-12100F, 4-Core, 8-Threads, 3.3GHz ( 4.3GHz Turbo), Cache 12MB, LGA1700, I3-12100F-TRAY","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Pichau Alphard H610M-TSC, DDR4, LGA1700, M-ATX, Chipset Intel H610, PCH-ALPH610M-TSC","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer TGT Legion, Mini-Tower, Lateral de Vidro, Preto, TGT-LGN-BK","1 x Kit Ventoinhas Aigo Darkflash CL12, Rainbow, 3x120mm, Preto, RAINBOW-CL12-3IN1","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento
SKU: PCM-Pichau-Gamer-57772,PRODUTO INDISPONÍVEL,9700.64,"R$ 6.183,78","em até 12x de R$ 606,25","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Lexar NM610 Pro, 1TB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2600MB/s, LNM610P001T-RNNNU","1 x Placa de Video Gigabyte GeForce RTX 5060 Ti Windforce, 8GB, GDDR7, 128-bit, GV-N506TWF2-8GD","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57769,PRODUTO DISPONÍVEL,13298.5,"R$ 8.199,97","em até 12x de R$ 803,92","1 x Processador Intel Core i7-14700KF, 20-Core, 28-Threads, 3.4GHz (5.6GHz Turbo), Cache 33MB, LGA1700, I7-14700KF-TRAY","1 x Water Cooler Pichau Lunara, ARGB, 240mm, Preto, PG-LR240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte GeForce RTX 5060 Ti Windforce, 8GB, GDDR7, 128-bit, GV-N506TWF2-8GD","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57765,PRODUTO INDISPONÍVEL,8591.5,"R$ 5.489,50","em até 12x de R$ 538,19","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Lexar NM610 Pro, 1TB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2600MB/s, LNM610P001T-RNNNU","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Pichau Apus RGB, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57764,PRODUTO INDISPONÍVEL,7421.8,"R$ 4.534,23","em até 12x de R$ 444,53","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video INNO3D GeForce RTX 3060 Twin X2, 12GB, GDDR6, 192-bit, N30602-12D6-119032AH","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57763,PRODUTO INDISPONÍVEL,5300.91,"R$ 2.607,44","em até 12x de R$ 255,63","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57762,PRODUTO DISPONÍVEL,8288.8,"R$ 5.033,33","em até 12x de R$ 493,46","1 x Processador Intel Core I5-13400F, 10-Core, 16-Threads, 2.5GHz (4.6GHz Turbo), Cache 20MB, LGA1700, BX8071513400F","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae ASRock H610M-HVS/M.2 R2.0, Socket LGA1700, M-ATX, Chipset Intel H610, H610M-HVS-M.2-R2","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Pichau Apus RGB, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57750,PRODUTO INDISPONÍVEL,5300.91,"R$ 3.243,03","em até 12x de R$ 317,94","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57745,PRODUTO DISPONÍVEL,7979.37,"R$ 4.983,15","em até 12x de R$ 488,54","1 x Processador Intel Core i5-14400F, 10-Core, 16-Threads, 3.5GHz (4.7GHz Turbo), Cache 20MB, LGA1700, I5-14400F-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae ASRock H610M-HVS/M.2 R2.0, Socket LGA1700, M-ATX, Chipset Intel H610, H610M-HVS-M.2-R2","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Lexar NM610 Pro, 1TB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2600MB/s, LNM610P001T-RNNNU","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57735,PRODUTO DISPONÍVEL,10526.65,"R$ 6.699,90","em até 12x de R$ 656,85","1 x Processador AMD Ryzen 7 5800X, 8-Core, 16-Threads, 3.8GHz (4.7GHz Turbo), Cache 36MB, AM4, 100-100000063WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Kingston Fury Beast, RGB, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, KF432C16BB12A/16","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Placa de Video XFX Radeon RX 9060 XT Swift Triple Fan OC, 16GB, GDDR6, 128-bit, RX-96TS316B7","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57731,PRODUTO DISPONÍVEL,10020.63,"R$ 6.399,00","em até 12x de R$ 627,35","1 x Processador AMD Ryzen 7 5800X, 8-Core, 16-Threads, 3.8GHz (4.7GHz Turbo), Cache 36MB, AM4, 100-100000063WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Kingston Fury Beast, RGB, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, KF432C16BB12A/16","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte Radeon RX 9060 XT Gaming OC, 8GB, GDDR6, 128-bit, GV-R9060XTGAMING-OC-8GD","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57726,PRODUTO DISPONÍVEL,11090.36,"R$ 7.062,44","em até 12x de R$ 692,40","1 x Processador AMD Ryzen 7 5800X, 8-Core, 16-Threads, 3.8GHz (4.7GHz Turbo), Cache 36MB, AM4, 100-100000063WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Kingston Fury Beast, RGB, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, KF432C16BB12A/16","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Asus GeForce RTX 5060 Ti Dual OC, 16GB, GDDR7, 128-bit, DUAL-RTX5060TI-O16G","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57725,PRODUTO DISPONÍVEL,10572.77,"R$ 6.729,90","em até 12x de R$ 659,79","1 x Processador AMD Ryzen 7 5800X, 8-Core, 16-Threads, 3.8GHz (4.7GHz Turbo), Cache 36MB, AM4, 100-100000063WOF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Kingston Fury Beast, RGB, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, KF432C16BB12A/16","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte GeForce RTX 5060 Ti Windforce, 8GB, GDDR7, 128-bit, GV-N506TWF2-8GD","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57716,PRODUTO DISPONÍVEL,15782.27,"R$ 9.929,97","em até 12x de R$ 973,53","1 x Processador Intel Core i7-14700K, 20-Core, 28-Threads, 3.4GHz (5.6GHz Turbo), Cache 33MB, LGA1700, I7-14700K-TRAY","1 x Water Cooler Pichau Lunara, ARGB, 240mm, Preto, PG-LR240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","2 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Asus GeForce RTX 5060 Ti Dual OC, 16GB, GDDR7, 128-bit, DUAL-RTX5060TI-O16G","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57710,PRODUTO DISPONÍVEL,14572.97,"R$ 8.499,97","em até 12x de R$ 833,33","1 x Processador Intel Core i7-14700K, 20-Core, 28-Threads, 3.4GHz (5.6GHz Turbo), Cache 33MB, LGA1700, I7-14700K-TRAY","1 x Water Cooler Pichau Lunara, ARGB, 240mm, Preto, PG-LR240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte GeForce RTX 5060 Ti Windforce, 8GB, GDDR7, 128-bit, GV-N506TWF2-8GD","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV500L, Mid Tower, Lateral De Vidro, Preto, MCR-CV500L-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57705,PRODUTO DISPONÍVEL,18466.96,"R$ 10.979,96","em até 12x de R$ 1.076,47","1 x Processador Intel Core i7-14700K, 20-Core, 28-Threads, 3.4GHz (5.6GHz Turbo), Cache 33MB, LGA1700, I7-14700K-TRAY","1 x Water Cooler Pichau Lunara, ARGB, 240mm, Preto, PG-LR240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","2 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video MSI GeForce RTX 4070 Super Ventus 2X OC, 12GB, GDDR6X, 192-bit, 912-V513-829","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV700L, Mid Tower, Lateral De Vidro, 3 Fans ARGB, Preto, MCR-CV700L-BK3F","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57695,PRODUTO DISPONÍVEL,4516.3,"R$ 2.976,25","em até 12x de R$ 291,79","1 x Processador Intel Core i5-10400, 6-Core, 12-Threads, 2.9Ghz (4.3Ghz Turbo), Cache 12MB, LGA1200, BX8070110400","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Mancer H510M-DXSC, DDR4, LGA1200, M-ATX, Chipset Intel H510, MCR-H510M-DXSC","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Mancer Reaper C, 1TB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPRC-1TB","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer TGT Legion, Mini-Tower, Lateral de Vidro, Preto, TGT-LGN-BK","1 x Kit Ventoinhas Aigo Darkflash CL12, Rainbow, 3x120mm, Preto, RAINBOW-CL12-3IN1","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento
