SKU,Disponibilidade,Preço de,Preço à vista no Pix,Parcelamento no cartão,Processador,Cooler,Placa Mãe,Memória,Armazenamento,Placa de Vídeo,Fonte,Gabinete,Cabo de Vídeo,Cabo de Força,Monitor,Kit Periféricos
SKU: PCM-Mancer-Gamer-57416,PRODUTO DISPONÍVEL,2661.03,"R$ 1.642,48","em até 12x de R$ 161,03","1 x Processador Intel Core i5-3570, 4-Core, 4-Threads, 3.4Ghz (3.8GHz Turbo), Cache 6MB, LGA1155, I5-3570-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Brazil PC BPC-H61M.2-TG, DDR3, Intel LGA1155, M-ATX, Chipset Intel H61, BPC-H61M.2-TG-OEM","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Mancer Reaper S, 480GB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPR480-OEM","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01","1 x Kit Ventoinhas Aigo Darkflash CL12, Rainbow, 3x120mm, Preto, RAINBOW-CL12-3IN1",Sem item no momento
SKU: PCM-Mancer-Gamer-57407,PRODUTO DISPONÍVEL,4027.02,"R$ 2.499,98","em até 12x de R$ 245,10","1 x Processador Intel Core I5-4570, 4-Core, 4-Threads, 3.2Ghz (3.6GHz Turbo), Cache 6MB, LGA1150, 80646I54570-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Mancer Reaper C, 1TB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPRC-1TB","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Monitor Gamer Mancer Horizon Z2, 23.8 Pol, VA, FHD, 100Hz, 1ms, HDMI/VGA, MCR-HZN24-BL2","1 x Combo Gamer Pichau Netuno 4x1, Rainbow, Teclado ABNT2, Mouse 8000DPI, Mousepad Medio, Headset Drivers 50mm, PG-NTN-RBW01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01"
SKU: PCM-Mancer-Gamer-57404,PRODUTO DISPONÍVEL,2959.85,"R$ 1.823,78","em até 12x de R$ 178,80","1 x Processador Intel Core I5-4570, 4-Core, 4-Threads, 3.2Ghz (3.6GHz Turbo), Cache 6MB, LGA1150, 80646I54570-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Mancer Reaper C, 1TB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPRC-1TB","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-57399,PRODUTO DISPONÍVEL,2985.89,"R$ 1.819,27","em até 12x de R$ 178,36","1 x Processador Intel Core I5-4570, 4-Core, 4-Threads, 3.2Ghz (3.6GHz Turbo), Cache 6MB, LGA1150, 80646I54570-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Team Group MS30, 1TB, M.2 2280, Sata III 6GB/s, Leitura 530MB/s, Gravacao 430MB/s, TM8PS7001T0C101","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-57398,PRODUTO DISPONÍVEL,2658.37,"R$ 1.619,23","em até 12x de R$ 158,75","1 x Processador Intel Core I5-4570, 4-Core, 4-Threads, 3.2Ghz (3.6GHz Turbo), Cache 6MB, LGA1150, 80646I54570-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Team Group MS30 256GB, M.2 2280, Sata III 6GB/s, Leitura 500MB/s, Gravacao 400MB/s, TM8PS7256G0C101","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57321,PRODUTO DISPONÍVEL,7782.47,"R$ 5.510,79","em até 12x de R$ 540,27","1 x Processador AMD Ryzen 5 5600X, 6-Core, 12-Threads, 3.7GHz (4.6GHz Turbo), Cache 35MB, AM4, 100-000000065-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Adata XPG Gammix D35, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, AX4U320016G16A-SBKD35","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01","1 x Kit Ventoinhas Aigo Darkflash CL12, Rainbow, 3x120mm, Preto, RAINBOW-CL12-3IN1",Sem item no momento
SKU: PCM-Pichau-Gamer-57319,PRODUTO DISPONÍVEL,10328.16,"R$ 6.496,11","em até 12x de R$ 636,87","1 x Processador Intel Core i7-12700F, 12-Core, 20-Threads, 2.1GHz (4.9GHz Turbo), Cache 25MB, LGA1700, I7-12700F-TRAY","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M D2H DDR4, Socket LGA1700, M-ATX, Chipset Intel B760, B760M-D2H-DDR4","1 x Memoria Adata XPG Gammix D35, 32GB (1x32GB), DDR4, 3200MHz, C16, Preto, AX4U320032G16A-SBKD35","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57313,PRODUTO DISPONÍVEL,14184.5,"R$ 8.947,08","em até 12x de R$ 877,16","1 x Processador Intel Core i7-12700KF, 12-Core, 20-Threads, 3.6GHz (5.0GHz Turbo), Cache 25MB, LGA1700, BX8071512700KF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","2 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Asus GeForce RTX 5060 Ti Dual OC, 16GB, GDDR7, 128-bit, DUAL-RTX5060TI-O16G","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Pichau Pouter 3 RGB Lateral De Vidro Preto, PG-P03-RGB","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57309,PRODUTO DISPONÍVEL,11976.01,"R$ 7.895,43","em até 12x de R$ 774,06","1 x Processador Intel Core i7-12700KF, 12-Core, 20-Threads, 3.6GHz (5.0GHz Turbo), Cache 25MB, LGA1700, BX8071512700KF","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Pichau Pouter 3 RGB Lateral De Vidro Preto, PG-P03-RGB","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57306,PRODUTO DISPONÍVEL,7925.21,"R$ 5.492,06","em até 12x de R$ 538,44","1 x Processador AMD Ryzen 5 5600T, 6-Core, 12-Threads, 3.5GHz (4.5GHz Turbo), Cache 35MB, AM4, 100-100001584BOX","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Adata XPG Gammix D35, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, AX4U320016G16A-SBKD35","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57305,PRODUTO DISPONÍVEL,7797.13,"R$ 4.940,21","em até 12x de R$ 484,33","1 x Processador Intel Core i5-12400F, 6-Core, 12-Threads, 2.5GHz (4.4GHz Turbo), Cache 18MB, LGA1700, I5-12400F-TRAY","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae ASRock H610M-HVS/M.2 R2.0, Socket LGA1700, M-ATX, Chipset Intel H610, H610M-HVS-M.2-R2","2 x Memoria Mancer Dantalion Z, 8GB (1x8GB), DDR4, 3200MHz, C19, MCR-DTLZ-8GB","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Goblin V2, Mid Tower, Lateral De Vidro, Com 3 Fans Rainbow, Preto, MCR-GBNV2-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57304,PRODUTO DISPONÍVEL,12610.35,"R$ 7.884,91","em até 12x de R$ 773,03","1 x Processador Intel Core i7-12700F, 12-Core, 20-Threads, 2.1GHz (4.9GHz Turbo), Cache 25MB, LGA1700, I7-12700F-TRAY","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","2 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Gigabyte Radeon RX 9060 XT Gaming OC, 8GB, GDDR6, 128-bit, GV-R9060XTGAMING-OC-8GD","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV500L, Mid Tower, Lateral De Vidro, Preto, MCR-CV500L-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57301,PRODUTO DISPONÍVEL,7275.9,"R$ 4.842,27","em até 12x de R$ 474,73","1 x Processador AMD Ryzen 5 5600, 6-Core, 12-Threads, 3.5GHz (4.4GHz Turbo), Cache 35MB, AM4, 100-000000927-OEM","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Pichau Danuri B550M-PX, DDR4, Socket AM4, M-ATX, Chipset AMD B550, PCH-DNRB550M-PX","1 x Memoria Adata XPG Gammix D35, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, AX4U320016G16A-SBKD35","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Narok, RGB, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-NRK-RGB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57296,PRODUTO DISPONÍVEL,16153.1,"R$ 9.620,60","em até 12x de R$ 943,20","1 x Processador Intel Core i7-12700F, 12-Core, 20-Threads, 2.1GHz (4.9GHz Turbo), Cache 25MB, LGA1700, I7-12700F-TRAY","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","2 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5070 1-Click OC, 12GB, GDDR7, 192-bit, 57NON7MDBROC","1 x Fonte Pichau Cluster, 850W, PCIe 5.0, Full Modular, Cybenetics Gold, Preto, PG-CL850-BK01","1 x Gabinete Gamer Mancer CV500L, Mid Tower, Lateral De Vidro, Preto, MCR-CV500L-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57279,PRODUTO DISPONÍVEL,11494.63,"R$ 7.246,01","em até 12x de R$ 710,39","1 x Processador Intel Core i7-12700F, 12-Core, 20-Threads, 2.1GHz (4.9GHz Turbo), Cache 25MB, LGA1700, I7-12700F-TRAY","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Gigabyte B760M Aorus Elite, DDR5, Socket LGA 1700, M-ATX, Chipset Intel B760, B760M-AORUS-ELITE","1 x Memoria Team Group T-Force Delta A, RGB, 16GB (1x16GB), DDR5, 5600MHz, CL40, Preta, FF7D516G5600HC40B01","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57268,PRODUTO DISPONÍVEL,7115.9,"R$ 4.679,00","em até 12x de R$ 458,73","1 x Processador AMD Ryzen 5 5500, 6-Core, 12-Threads, 3.6GHz (4.2GHz Turbo), Cache 19MB, AM4, 100-000000457-OEM","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Adata XPG Gammix D35, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, AX4U320016G16A-SBKD35","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer Narok V2, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Branco, MCR-NRKWH-V2","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Pichau-Gamer-57260,PRODUTO DISPONÍVEL,8846.81,"R$ 5.999,99","em até 12x de R$ 588,23","1 x Processador AMD Ryzen 7 5700X, 8-Core, 16-Threads, 3.4GHz (4.6GHz Turbo), Cache 36MB, AM4, 100-000000926-OEM","1 x Water Cooler Mancer Mystic G1, ARGB, 240mm, Preto, MCR-MTC240-BK01","1 x Placa Mae Pichau B550M K, DDR4, Socket AMD AM4, M-ATX, Chipset AMD B550, B550M-K-1P","1 x Memoria Adata XPG Gammix D35, 16GB (1x16GB), DDR4, 3200MHz, C16, Preto, AX4U320016G16A-SBKD35","1 x SSD Kingston NV3, 1TB, M.2 2280, PCIe NVMe, Leitura 6000MB/s, Gravacao 4000MB/s, SNV3S-1000G","1 x Placa de Video Galax GeForce RTX 5060 1-Click OC, 8GB, GDDR7, 128-bit, 56NSN8MDDCOC","1 x Fonte Mancer Thunder 600W 80 Plus Bronze, MCR-THR600-BL01","1 x Gabinete Gamer Mancer CV300, Mid-Tower, Lateral de Vidro, Preto, MCR-CV300-BK","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01","1 x Kit Ventoinhas Aigo Darkflash CL12, Rainbow, 3x120mm, Preto, RAINBOW-CL12-3IN1",Sem item no momento
SKU: PCM-Mancer-Gamer-57231,PRODUTO INDISPONÍVEL,5460.74,"R$ 3.479,52","em até 12x de R$ 341,13","1 x Processador Intel Core I5-13400F, 10-Core, 16-Threads, 2.5GHz (4.6GHz Turbo), Cache 20MB, LGA1700, BX8071513400F","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Pichau Apus Black, Mid-Tower, Lateral de Vidro Temperado, Com 3 Fans, Preto, PG-APS-BLK01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-57230,PRODUTO DISPONÍVEL,2860.74,"R$ 1.843,81","em até 12x de R$ 180,77","1 x Processador Intel Core i7-4790, 4-Core, 8-Threads, 3.6GHz (4.0GHz Turbo), Cache 8MB, LGA1150, I7-4790-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Mancer Reaper S, 480GB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPR480-OEM","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-57219,PRODUTO DISPONÍVEL,2860.74,"R$ 1.834,67","em até 12x de R$ 179,87","1 x Processador Intel Core i7-4790, 4-Core, 8-Threads, 3.6GHz (4.0GHz Turbo), Cache 8MB, LGA1150, I7-4790-TRAY","1 x Cooler Para Processador Hawin VC-120, 120mm, Preto, HWN-VC120-BK","1 x Placa Mae TGT H81-T, DDR3, LGA 1150, M-ATX, Chipset Intel H81, TGT-H81-T","2 x Memoria BrazilPC, 8GB, DDR3, 1600MHz, BPC1600D3CL11-8G","1 x SSD Mancer Reaper S, 480GB, 2.5, Sata III 6GB/s, Leitura 500MB/s, Gravacao 450MB/s, MCR-RPR480-OEM","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Mancer Thunder 400W, 80 Plus Bronze, MCR-THR400-BL01-OEM","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
SKU: PCM-Mancer-Gamer-57218,PRODUTO INDISPONÍVEL,5359.9,"R$ 3.436,97","em até 12x de R$ 336,96","1 x Processador Intel Core I5-13400F, 10-Core, 16-Threads, 2.5GHz (4.6GHz Turbo), Cache 20MB, LGA1700, BX8071513400F","1 x Cooler para Processador TGT F22, 92mm, TGT-F22-01","1 x Placa Mae Asus Prime H610M-A, DDR5, Socket LGA 1700, M-ATX, Chipset Intel H610, PRIME-H610M-A","1 x Memoria Pichau Orion, 16GB (1x16GB), DDR5, 5600MHz, C38, PCH-ORI-16GB","1 x SSD Pichau Rover S, 512GB, M.2 2280, PCIe NVMe, Leitura 3300MB/s, Gravacao 2000MB/s, PCH-RVRS-512","1 x Placa de Video Mancer Radeon RX 590 Streaky WB, 8GB, GDDR5, 256-bit, MCR-RX5908GB-STKWB","1 x Fonte Aigo Darkflash AT550, 550W, 80 Plus Bronze, Preto, AG-AT550-BK","1 x Gabinete Gamer Mancer Hexer, Rainbow, Mid-Tower, Lateral de Vidro, Com 3 Fans, Preto, MCR-HEX-RB01","1 x Cabo HDMI Pichau 1.8m, 5001-1A","1 x Cabo de Forca Pichau, 1.5m, 3 Pinos, Preto, PG-PWC-BL01",Sem item no momento,Sem item no momento
